Title,Author,Year,Genre,Price,Rating
Brave New World,J.K. Rowling,1988,Mystery,13.38,2.7
The Great Gatsby,Jane Austen,1998,Thriller,8.43,1.7
The Great Gatsby,J.K. Rowling,1995,Thriller,16.02,1.0
Hamlet,J.K. Rowling,1968,Fantasy,15.41,4.2
War and Peace,Stephen King,2020,Sci-Fi,17.89,2.5
The Great Gatsby,J.R.R. Tolkien,1958,Thriller,18.26,1.7
1984,F. Scott Fitzgerald,1975,Fantasy,9.86,1.4
Hamlet,F. Scott Fitzgerald,1967,Horror,9.96,1.5
Ulysses,F. Scott Fitzgerald,1993,Mystery,15.04,1.3
The Great Gatsby,Agatha Christie,2006,Non-Fiction,26.52,4.4
The Odyssey,Jane Austen,1997,Sci-Fi,23.29,3.8
Moby Dick,Ernest Hemingway,2018,Historical,13.6,1.7
Brave New World,F. Scott Fitzgerald,2010,Horror,12.33,2.1
To Kill a Mockingbird,Agatha Christie,1987,Adventure,28.68,3.4
Pride and Prejudice,Mark Twain,1974,Thriller,16.89,4.3
The Odyssey,Stephen King,1981,Mystery,23.68,2.2
To Kill a Mockingbird,Agatha Christie,1970,Non-Fiction,7.41,3.2
Pride and Prejudice,Mark Twain,1965,Thriller,24.81,4.5
Hamlet,Mark Twain,2023,Historical,6.41,1.7
Moby Dick,Margaret Atwood,2008,Mystery,15.8,4.3
1984,Mark Twain,1951,Sci-Fi,10.76,3.7
War and Peace,Stephen King,1977,Adventure,8.09,2.7
Hamlet,Stephen King,1992,Non-Fiction,25.36,2.4
Hamlet,J.K. Rowling,1975,Non-Fiction,10.93,3.7
Moby Dick,Stephen King,2006,Adventure,9.49,2.9
To Kill a Mockingbird,J.R.R. Tolkien,1952,Horror,29.37,4.3
The Great Gatsby,Stephen King,1968,Drama,19.4,1.1
The Great Gatsby,Ernest Hemingway,1953,Romance,24.29,2.0
Moby Dick,J.K. Rowling,1989,Drama,22.32,2.8
The Great Gatsby,J.R.R. Tolkien,1980,Fantasy,14.99,2.9
Hamlet,Agatha Christie,1953,Fantasy,6.23,2.9
Ulysses,J.R.R. Tolkien,1950,Horror,24.0,3.8
The Great Gatsby,Jane Austen,2001,Adventure,20.79,4.9
The Great Gatsby,Jane Austen,2014,Mystery,5.66,3.8
The Odyssey,Margaret Atwood,1994,Fantasy,26.11,2.8
The Great Gatsby,Mark Twain,2017,Adventure,17.25,4.7
Ulysses,F. Scott Fitzgerald,2018,Mystery,6.63,2.1
The Odyssey,J.K. Rowling,1976,Romance,22.3,3.1
Pride and Prejudice,Margaret Atwood,1983,Non-Fiction,20.59,2.4
Ulysses,Stephen King,1975,Adventure,24.05,4.4
The Great Gatsby,Ernest Hemingway,1990,Horror,24.83,2.6
Brave New World,Margaret Atwood,1997,Historical,6.91,2.1
Brave New World,F. Scott Fitzgerald,2007,Sci-Fi,26.45,1.7
The Great Gatsby,Jane Austen,2017,Adventure,13.84,2.9
To Kill a Mockingbird,Ernest Hemingway,2023,Thriller,14.96,1.5
Hamlet,Ernest Hemingway,1969,Adventure,11.92,3.1
Moby Dick,Margaret Atwood,2015,Drama,29.31,3.2
Ulysses,J.K. Rowling,1991,Non-Fiction,11.03,4.6
Pride and Prejudice,J.R.R. Tolkien,2018,Fantasy,18.12,1.5
Brave New World,Agatha Christie,1963,Historical,6.12,2.1
Ulysses,Jane Austen,2022,Horror,22.19,3.8
The Odyssey,Jane Austen,2003,Horror,24.34,4.2
To Kill a Mockingbird,Ernest Hemingway,1965,Mystery,8.64,3.7
Hamlet,George Orwell,1975,Mystery,7.82,1.4
Ulysses,J.K. Rowling,1956,Non-Fiction,23.99,3.0
The Great Gatsby,Ernest Hemingway,2021,Historical,25.09,3.1
1984,Agatha Christie,1968,Horror,17.64,1.5
Ulysses,Mark Twain,2013,Mystery,6.96,4.6
To Kill a Mockingbird,Agatha Christie,1985,Non-Fiction,16.19,1.9
War and Peace,Jane Austen,1959,Non-Fiction,19.02,4.9
The Odyssey,Margaret Atwood,1951,Romance,22.14,4.4
Hamlet,George Orwell,1990,Sci-Fi,18.09,1.1
Brave New World,Agatha Christie,1964,Adventure,13.49,3.9
Ulysses,F. Scott Fitzgerald,1986,Adventure,8.03,2.8
War and Peace,Stephen King,1964,Horror,17.82,1.8
To Kill a Mockingbird,Stephen King,1970,Drama,26.53,4.7
The Great Gatsby,J.R.R. Tolkien,1952,Historical,7.87,1.1
Hamlet,Stephen King,1973,Thriller,16.51,2.9
War and Peace,George Orwell,2004,Romance,20.94,1.4
To Kill a Mockingbird,J.R.R. Tolkien,1966,Mystery,19.58,2.0
Pride and Prejudice,F. Scott Fitzgerald,2013,Drama,19.94,4.6
Pride and Prejudice,J.K. Rowling,1973,Non-Fiction,10.15,3.5
The Great Gatsby,Stephen King,2005,Horror,27.33,1.3
Hamlet,Margaret Atwood,2019,Drama,8.3,3.7
Pride and Prejudice,J.K. Rowling,1995,Mystery,29.7,3.2
War and Peace,George Orwell,1992,Horror,17.41,2.1
To Kill a Mockingbird,George Orwell,1967,Drama,28.62,4.7
The Great Gatsby,Mark Twain,1981,Mystery,23.41,1.3
1984,J.R.R. Tolkien,1975,Fantasy,12.15,1.5
The Odyssey,George Orwell,2016,Non-Fiction,8.3,3.2
To Kill a Mockingbird,Jane Austen,1978,Sci-Fi,16.61,3.4
War and Peace,Margaret Atwood,2014,Mystery,26.6,2.4
Brave New World,Stephen King,1997,Drama,29.29,1.6
Ulysses,Jane Austen,2007,Mystery,8.68,1.1
The Great Gatsby,Margaret Atwood,2012,Adventure,14.3,4.8
War and Peace,Jane Austen,1954,Mystery,9.88,4.6
Moby Dick,J.R.R. Tolkien,1966,Sci-Fi,22.62,2.5
Brave New World,F. Scott Fitzgerald,2006,Non-Fiction,6.82,1.7
Brave New World,Margaret Atwood,1982,Non-Fiction,26.07,4.4
Moby Dick,Stephen King,1980,Drama,21.07,2.8
Ulysses,Ernest Hemingway,1973,Sci-Fi,9.94,1.2
Ulysses,Mark Twain,1984,Horror,8.68,3.6
To Kill a Mockingbird,George Orwell,1971,Sci-Fi,18.91,2.1
The Great Gatsby,F. Scott Fitzgerald,1997,Non-Fiction,8.06,3.1
War and Peace,Stephen King,2012,Fantasy,12.38,5.0
War and Peace,Jane Austen,2013,Mystery,12.03,1.6
Ulysses,Agatha Christie,1966,Romance,16.02,1.4
Hamlet,Margaret Atwood,2000,Fantasy,27.56,3.3
To Kill a Mockingbird,Margaret Atwood,1982,Drama,7.71,2.8
Pride and Prejudice,F. Scott Fitzgerald,2023,Drama,19.65,4.1
Ulysses,Margaret Atwood,2018,Sci-Fi,27.29,2.2
Pride and Prejudice,Agatha Christie,2016,Horror,6.63,1.5
Ulysses,Stephen King,2022,Romance,10.36,4.0
The Great Gatsby,J.K. Rowling,1950,Thriller,5.81,2.7
The Great Gatsby,Stephen King,1969,Fantasy,16.41,1.3
Pride and Prejudice,Mark Twain,1991,Fantasy,14.8,2.3
Brave New World,Agatha Christie,2018,Romance,16.6,1.9
War and Peace,F. Scott Fitzgerald,2012,Drama,7.52,2.8
Pride and Prejudice,J.R.R. Tolkien,1963,Mystery,27.75,4.9
1984,F. Scott Fitzgerald,2016,Sci-Fi,16.64,2.1
1984,J.K. Rowling,1989,Drama,5.45,4.9
Moby Dick,Stephen King,1951,Thriller,16.68,3.3
Ulysses,F. Scott Fitzgerald,1956,Sci-Fi,17.4,4.2
The Great Gatsby,Ernest Hemingway,1981,Thriller,29.3,1.3
Hamlet,F. Scott Fitzgerald,1967,Thriller,24.78,1.7
Ulysses,J.K. Rowling,1984,Mystery,15.56,2.1
1984,George Orwell,2007,Drama,9.83,4.3
Pride and Prejudice,Jane Austen,1963,Non-Fiction,16.0,2.2
Pride and Prejudice,Margaret Atwood,2002,Historical,17.18,1.9
War and Peace,J.R.R. Tolkien,2016,Romance,7.53,3.2
Hamlet,Agatha Christie,1975,Mystery,12.23,2.1
Ulysses,George Orwell,2002,Horror,23.11,2.1
The Odyssey,J.R.R. Tolkien,1981,Mystery,12.74,2.7
Brave New World,George Orwell,1963,Sci-Fi,15.41,1.5
War and Peace,J.R.R. Tolkien,1995,Thriller,17.37,2.3
1984,Ernest Hemingway,1958,Adventure,7.82,4.2
War and Peace,Agatha Christie,1984,Non-Fiction,14.74,4.0
Ulysses,Agatha Christie,1958,Mystery,6.56,4.5
Pride and Prejudice,F. Scott Fitzgerald,1973,Non-Fiction,9.06,3.2
Moby Dick,J.R.R. Tolkien,1986,Fantasy,16.18,2.7
Pride and Prejudice,Ernest Hemingway,1976,Adventure,25.51,2.7
Moby Dick,J.K. Rowling,2008,Mystery,17.02,2.3
Brave New World,F. Scott Fitzgerald,1975,Fantasy,20.28,3.7
Hamlet,Agatha Christie,1977,Fantasy,12.18,4.3
Moby Dick,George Orwell,1954,Sci-Fi,20.13,3.6
Pride and Prejudice,Agatha Christie,1999,Mystery,17.4,2.2
Moby Dick,Jane Austen,2014,Non-Fiction,18.3,1.1
To Kill a Mockingbird,Margaret Atwood,1962,Horror,27.21,4.5
Ulysses,J.R.R. Tolkien,1979,Romance,12.35,2.7
The Odyssey,J.K. Rowling,1978,Romance,26.34,1.9
To Kill a Mockingbird,Stephen King,1973,Mystery,28.11,4.3
Ulysses,George Orwell,2017,Mystery,22.71,3.4
War and Peace,J.K. Rowling,2006,Non-Fiction,15.27,3.7
To Kill a Mockingbird,Jane Austen,1991,Romance,24.74,2.9
1984,Stephen King,1989,Non-Fiction,5.4,1.6
Brave New World,Stephen King,1964,Mystery,23.79,5.0
The Odyssey,Ernest Hemingway,1970,Sci-Fi,28.18,1.8
Moby Dick,Mark Twain,2005,Non-Fiction,24.9,4.0
Ulysses,J.R.R. Tolkien,2012,Sci-Fi,25.62,2.2
1984,Jane Austen,1980,Historical,15.81,4.9
The Odyssey,Stephen King,2010,Drama,14.73,4.8
War and Peace,Stephen King,1966,Historical,15.15,4.6
1984,Ernest Hemingway,1952,Thriller,12.81,2.7
Hamlet,George Orwell,1975,Romance,6.38,4.4
Hamlet,J.K. Rowling,2002,Thriller,11.35,3.8
Brave New World,Mark Twain,1999,Adventure,19.4,3.1
Pride and Prejudice,J.K. Rowling,1959,Thriller,18.49,4.4
The Odyssey,Agatha Christie,1974,Fantasy,20.69,3.2
Ulysses,J.K. Rowling,2011,Drama,5.94,1.4
1984,Stephen King,2012,Non-Fiction,8.35,1.4
Moby Dick,Mark Twain,1956,Horror,26.73,4.3
Ulysses,Ernest Hemingway,1984,Thriller,11.6,3.9
Hamlet,J.K. Rowling,1985,Drama,20.75,3.5
War and Peace,George Orwell,1962,Sci-Fi,25.76,4.5
The Odyssey,George Orwell,1966,Fantasy,23.06,1.4
Moby Dick,Jane Austen,2013,Sci-Fi,18.0,4.5
Brave New World,Mark Twain,2008,Horror,15.17,1.9
Ulysses,Stephen King,2018,Mystery,26.86,2.1
To Kill a Mockingbird,George Orwell,1989,Romance,29.89,2.4
Pride and Prejudice,Stephen King,2021,Fantasy,24.49,3.8
To Kill a Mockingbird,Mark Twain,2015,Drama,24.22,4.3
To Kill a Mockingbird,F. Scott Fitzgerald,1978,Sci-Fi,11.75,1.2
Moby Dick,Ernest Hemingway,2012,Drama,22.71,2.8
To Kill a Mockingbird,George Orwell,2019,Adventure,14.33,2.6
To Kill a Mockingbird,Ernest Hemingway,1994,Fantasy,18.92,3.3
1984,Agatha Christie,1952,Sci-Fi,18.11,2.5
Brave New World,J.K. Rowling,1973,Historical,12.09,2.8
Ulysses,J.R.R. Tolkien,1955,Fantasy,13.58,1.8
Moby Dick,Ernest Hemingway,1953,Historical,20.5,4.4
Moby Dick,Agatha Christie,2002,Sci-Fi,17.27,1.6
Ulysses,Margaret Atwood,1980,Romance,23.23,1.5
War and Peace,George Orwell,1996,Romance,25.5,2.7
Brave New World,Ernest Hemingway,1955,Fantasy,20.03,4.4
The Odyssey,J.K. Rowling,2016,Fantasy,23.31,3.1
To Kill a Mockingbird,J.K. Rowling,2008,Thriller,26.55,4.9
To Kill a Mockingbird,J.K. Rowling,2008,Horror,29.81,1.8
The Great Gatsby,F. Scott Fitzgerald,1962,Mystery,6.83,3.9
1984,Margaret Atwood,1997,Non-Fiction,16.45,1.9
To Kill a Mockingbird,J.K. Rowling,1951,Non-Fiction,10.72,2.3
The Odyssey,Stephen King,1968,Adventure,11.55,4.7
War and Peace,Margaret Atwood,1995,Sci-Fi,5.82,2.0
Hamlet,F. Scott Fitzgerald,1975,Drama,19.05,1.2
Ulysses,Stephen King,1969,Sci-Fi,24.85,4.0
To Kill a Mockingbird,J.R.R. Tolkien,2008,Horror,18.33,2.4
Brave New World,George Orwell,1954,Historical,13.38,4.5
1984,Mark Twain,1980,Historical,16.44,1.9
War and Peace,Agatha Christie,1970,Non-Fiction,29.41,4.4
Pride and Prejudice,J.K. Rowling,2020,Drama,26.52,4.9
The Odyssey,Stephen King,1975,Horror,6.46,4.1
To Kill a Mockingbird,J.K. Rowling,2011,Mystery,13.13,2.5
1984,Ernest Hemingway,1984,Thriller,24.12,2.3
Hamlet,F. Scott Fitzgerald,1991,Horror,29.79,4.6
Hamlet,F. Scott Fitzgerald,2004,Historical,9.02,1.0
The Great Gatsby,George Orwell,1983,Romance,13.77,3.7
Hamlet,Ernest Hemingway,2010,Mystery,16.07,2.4
To Kill a Mockingbird,Margaret Atwood,1965,Fantasy,17.62,1.7
Brave New World,Margaret Atwood,2009,Drama,28.73,2.9
Pride and Prejudice,F. Scott Fitzgerald,2006,Historical,9.62,3.0
Ulysses,J.K. Rowling,1979,Romance,15.39,3.0
Brave New World,Margaret Atwood,2013,Non-Fiction,26.02,3.6
Hamlet,Jane Austen,2017,Drama,14.82,3.7
Hamlet,Stephen King,1995,Mystery,17.98,3.8
Moby Dick,F. Scott Fitzgerald,2001,Fantasy,18.75,4.3
To Kill a Mockingbird,Ernest Hemingway,2000,Historical,23.76,4.3
War and Peace,Stephen King,2022,Thriller,8.89,3.3
Pride and Prejudice,J.R.R. Tolkien,2017,Romance,21.12,4.3
The Odyssey,J.K. Rowling,2020,Drama,7.31,2.2
The Great Gatsby,George Orwell,2001,Non-Fiction,25.29,1.3
Moby Dick,Margaret Atwood,1964,Mystery,24.31,1.7
Pride and Prejudice,Jane Austen,1950,Fantasy,13.18,1.0
The Odyssey,Agatha Christie,1983,Sci-Fi,10.74,3.7
Ulysses,Agatha Christie,1989,Thriller,5.26,1.8
Brave New World,Mark Twain,1964,Fantasy,5.45,1.9
Pride and Prejudice,Ernest Hemingway,2015,Sci-Fi,11.74,3.1
Pride and Prejudice,Ernest Hemingway,1988,Sci-Fi,10.45,4.3
To Kill a Mockingbird,F. Scott Fitzgerald,2022,Sci-Fi,24.74,4.5
To Kill a Mockingbird,Stephen King,2017,Adventure,10.45,2.9
To Kill a Mockingbird,Margaret Atwood,2014,Mystery,17.98,4.4
War and Peace,F. Scott Fitzgerald,2011,Drama,14.26,3.8
Moby Dick,Stephen King,1970,Fantasy,21.82,3.8
Moby Dick,George Orwell,1998,Historical,25.5,4.1
The Odyssey,George Orwell,1958,Drama,17.13,4.1
Hamlet,F. Scott Fitzgerald,1974,Horror,15.45,3.0
Hamlet,J.R.R. Tolkien,2010,Horror,24.81,3.6
To Kill a Mockingbird,Jane Austen,2006,Adventure,19.24,3.7
Brave New World,Margaret Atwood,1986,Historical,13.92,3.4
To Kill a Mockingbird,J.K. Rowling,1973,Fantasy,28.44,4.9
1984,Agatha Christie,2019,Fantasy,16.82,2.4
War and Peace,Margaret Atwood,1994,Mystery,15.44,1.7
Moby Dick,Margaret Atwood,1994,Non-Fiction,10.78,2.2
Moby Dick,F. Scott Fitzgerald,1965,Mystery,26.96,4.9
Moby Dick,Margaret Atwood,2017,Drama,23.25,2.8
The Odyssey,Stephen King,1997,Historical,17.54,4.0
Pride and Prejudice,Margaret Atwood,1972,Fantasy,7.19,1.4
Ulysses,Agatha Christie,1971,Historical,9.63,4.1
Brave New World,George Orwell,1976,Horror,28.52,1.1
Pride and Prejudice,George Orwell,1983,Adventure,20.21,3.8
The Great Gatsby,Jane Austen,2008,Historical,7.5,4.2
To Kill a Mockingbird,George Orwell,1993,Drama,11.81,1.1
Hamlet,Agatha Christie,1973,Sci-Fi,11.74,3.9
Pride and Prejudice,Mark Twain,1956,Thriller,26.97,3.7
Hamlet,Jane Austen,1950,Thriller,10.33,3.2
The Odyssey,F. Scott Fitzgerald,1979,Non-Fiction,22.15,4.0
Hamlet,Mark Twain,2007,Drama,17.41,3.0
1984,Agatha Christie,2006,Drama,18.56,3.3
Moby Dick,F. Scott Fitzgerald,2005,Sci-Fi,25.39,3.3
War and Peace,F. Scott Fitzgerald,1967,Adventure,16.91,3.1
War and Peace,Stephen King,1968,Non-Fiction,28.69,3.1
Ulysses,George Orwell,2004,Romance,18.24,4.6
1984,Margaret Atwood,1972,Historical,7.82,1.3
1984,Jane Austen,1979,Romance,16.27,1.8
War and Peace,J.R.R. Tolkien,1990,Romance,6.59,3.3
Pride and Prejudice,Jane Austen,1973,Fantasy,24.58,2.5
Pride and Prejudice,J.K. Rowling,1986,Adventure,8.11,2.6
The Odyssey,Jane Austen,1993,Thriller,26.17,1.9
War and Peace,Mark Twain,1975,Romance,19.01,3.9
War and Peace,F. Scott Fitzgerald,1950,Romance,21.57,3.1
Ulysses,George Orwell,1973,Mystery,14.07,3.9
To Kill a Mockingbird,George Orwell,1972,Fantasy,24.84,4.9
The Odyssey,F. Scott Fitzgerald,1983,Adventure,9.54,4.1
Pride and Prejudice,Ernest Hemingway,1976,Fantasy,23.8,2.1
Ulysses,Mark Twain,1999,Drama,17.42,1.8
Pride and Prejudice,Margaret Atwood,1995,Thriller,17.1,1.0
The Great Gatsby,Stephen King,1951,Thriller,5.63,2.8
The Odyssey,Ernest Hemingway,1956,Mystery,23.72,4.4
War and Peace,Agatha Christie,1983,Non-Fiction,20.44,2.5
Moby Dick,Stephen King,1976,Fantasy,11.4,1.4
War and Peace,J.K. Rowling,1992,Thriller,27.45,2.1
1984,Agatha Christie,1985,Sci-Fi,15.81,1.7
War and Peace,Margaret Atwood,1990,Fantasy,28.29,3.4
Ulysses,Agatha Christie,2020,Adventure,28.42,3.4
Moby Dick,J.R.R. Tolkien,2021,Fantasy,10.89,4.2
To Kill a Mockingbird,Ernest Hemingway,1967,Sci-Fi,6.37,4.8
War and Peace,Jane Austen,1979,Historical,7.39,1.3
The Odyssey,Jane Austen,1974,Non-Fiction,8.12,4.8
The Great Gatsby,Mark Twain,2012,Romance,6.44,2.1
War and Peace,George Orwell,1971,Thriller,12.3,4.1
Ulysses,Ernest Hemingway,2017,Historical,11.08,2.1
The Great Gatsby,Stephen King,1996,Horror,10.53,4.9
Pride and Prejudice,Stephen King,1995,Fantasy,15.88,2.4
Brave New World,Agatha Christie,1958,Non-Fiction,19.82,1.5
Hamlet,Ernest Hemingway,1965,Non-Fiction,26.38,3.9
Ulysses,J.K. Rowling,2008,Non-Fiction,7.74,2.7
1984,F. Scott Fitzgerald,1987,Fantasy,17.55,1.0
War and Peace,George Orwell,2019,Thriller,13.73,1.5
The Odyssey,Mark Twain,1982,Adventure,24.87,3.2
1984,Ernest Hemingway,1969,Sci-Fi,13.12,2.9
The Great Gatsby,J.R.R. Tolkien,1998,Fantasy,15.0,1.1
Brave New World,Ernest Hemingway,1984,Thriller,25.99,3.9
Moby Dick,J.K. Rowling,1992,Mystery,15.35,3.1
The Odyssey,Jane Austen,2003,Thriller,10.32,3.2
Moby Dick,Margaret Atwood,1993,Non-Fiction,6.61,3.9
Hamlet,Mark Twain,2004,Non-Fiction,6.69,2.7
War and Peace,George Orwell,1989,Horror,29.41,3.3
Hamlet,Agatha Christie,1969,Drama,8.97,1.8
1984,George Orwell,2020,Sci-Fi,19.81,2.2
Pride and Prejudice,Mark Twain,1975,Romance,8.02,2.1
Pride and Prejudice,Ernest Hemingway,1989,Sci-Fi,16.32,3.0
The Great Gatsby,Stephen King,2008,Sci-Fi,13.57,1.4
Hamlet,J.K. Rowling,1983,Drama,18.73,3.4
War and Peace,Margaret Atwood,1957,Fantasy,27.84,4.4
War and Peace,Mark Twain,2010,Sci-Fi,24.58,3.1
1984,J.R.R. Tolkien,1959,Non-Fiction,11.86,4.5
Hamlet,Agatha Christie,2005,Thriller,10.85,1.4
Brave New World,Mark Twain,1974,Sci-Fi,5.41,2.5
Moby Dick,J.R.R. Tolkien,1977,Drama,12.7,2.0
The Odyssey,George Orwell,1976,Horror,7.08,1.3
Brave New World,Stephen King,2007,Sci-Fi,25.51,2.7
Pride and Prejudice,Margaret Atwood,2007,Romance,29.63,4.3
The Odyssey,Ernest Hemingway,1970,Fantasy,23.23,3.4
To Kill a Mockingbird,Margaret Atwood,1979,Romance,15.23,1.8
To Kill a Mockingbird,J.K. Rowling,2008,Fantasy,14.85,3.9
To Kill a Mockingbird,George Orwell,1953,Historical,29.26,3.3
The Great Gatsby,Margaret Atwood,1955,Non-Fiction,13.25,5.0
The Great Gatsby,J.K. Rowling,1999,Non-Fiction,15.7,3.6
1984,Stephen King,2001,Mystery,9.83,1.5
The Great Gatsby,George Orwell,1992,Historical,13.5,3.1
1984,Margaret Atwood,2022,Horror,22.14,5.0
War and Peace,J.R.R. Tolkien,1956,Mystery,15.54,3.3
To Kill a Mockingbird,Agatha Christie,1969,Romance,8.47,2.1
To Kill a Mockingbird,Ernest Hemingway,1961,Non-Fiction,25.56,2.6
To Kill a Mockingbird,Mark Twain,1989,Romance,26.47,1.3
Ulysses,Jane Austen,2000,Non-Fiction,7.59,2.8
To Kill a Mockingbird,Agatha Christie,1997,Romance,26.99,4.4
The Odyssey,Stephen King,1963,Adventure,27.9,4.1
Brave New World,George Orwell,1991,Fantasy,23.32,2.2
Pride and Prejudice,Stephen King,2006,Sci-Fi,18.93,4.0
Moby Dick,Agatha Christie,2009,Fantasy,19.41,1.6
The Odyssey,J.K. Rowling,2010,Thriller,21.74,3.5
1984,Margaret Atwood,1974,Drama,5.88,4.3
The Great Gatsby,Jane Austen,1994,Fantasy,29.56,4.7
Ulysses,Agatha Christie,1959,Historical,22.71,1.6
The Great Gatsby,Mark Twain,2001,Fantasy,11.3,1.3
Moby Dick,F. Scott Fitzgerald,2007,Adventure,13.54,3.2
The Odyssey,Stephen King,1961,Drama,18.87,4.1
Hamlet,Ernest Hemingway,1960,Historical,14.46,4.6
Brave New World,George Orwell,1997,Historical,9.46,2.9
To Kill a Mockingbird,Ernest Hemingway,1991,Thriller,29.86,3.3
Brave New World,George Orwell,1996,Fantasy,6.84,4.7
To Kill a Mockingbird,F. Scott Fitzgerald,2002,Horror,15.0,2.1
War and Peace,Mark Twain,2006,Mystery,29.18,1.8
Brave New World,J.R.R. Tolkien,2012,Mystery,20.51,3.7
1984,Mark Twain,1983,Non-Fiction,26.13,4.3
The Odyssey,Mark Twain,1992,Historical,24.7,4.5
To Kill a Mockingbird,George Orwell,2021,Fantasy,19.66,3.8
Pride and Prejudice,Mark Twain,1964,Romance,5.28,1.6
War and Peace,F. Scott Fitzgerald,1968,Horror,14.32,4.2
Moby Dick,Mark Twain,1997,Mystery,14.71,3.8
Moby Dick,Mark Twain,2015,Horror,9.96,2.5
The Great Gatsby,Mark Twain,1967,Thriller,29.57,2.6
Ulysses,Agatha Christie,2000,Historical,28.49,4.4
To Kill a Mockingbird,J.R.R. Tolkien,2000,Drama,14.79,2.3
1984,Mark Twain,2000,Fantasy,17.01,3.1
Moby Dick,George Orwell,1982,Historical,16.89,4.2
Moby Dick,Ernest Hemingway,1975,Non-Fiction,14.51,2.2
To Kill a Mockingbird,Margaret Atwood,2002,Fantasy,9.52,2.6
War and Peace,Agatha Christie,1995,Sci-Fi,9.85,4.5
Ulysses,Stephen King,2011,Drama,12.14,3.1
To Kill a Mockingbird,J.K. Rowling,1990,Sci-Fi,12.37,4.9
War and Peace,Jane Austen,1993,Horror,22.97,3.8
Pride and Prejudice,Mark Twain,2000,Sci-Fi,18.93,3.7
1984,Margaret Atwood,2017,Non-Fiction,9.6,1.2
Moby Dick,Mark Twain,1952,Fantasy,9.62,4.5
Brave New World,Agatha Christie,2005,Historical,16.86,4.4
The Great Gatsby,F. Scott Fitzgerald,2012,Fantasy,8.77,2.7
The Odyssey,Margaret Atwood,1957,Adventure,22.95,3.1
The Great Gatsby,Agatha Christie,1964,Drama,24.05,3.0
Ulysses,Jane Austen,1998,Adventure,26.12,4.4
Hamlet,Mark Twain,1970,Non-Fiction,12.51,3.3
War and Peace,J.K. Rowling,1956,Fantasy,22.84,4.9
Pride and Prejudice,J.R.R. Tolkien,1959,Sci-Fi,23.88,1.6
The Great Gatsby,J.R.R. Tolkien,2007,Sci-Fi,7.5,3.3
To Kill a Mockingbird,J.R.R. Tolkien,2022,Romance,11.83,1.8
Pride and Prejudice,Agatha Christie,1991,Mystery,8.62,4.6
1984,Jane Austen,1951,Historical,22.97,2.5
Moby Dick,Margaret Atwood,1995,Historical,20.61,1.6
Ulysses,Mark Twain,2023,Romance,25.61,4.3
The Odyssey,Jane Austen,2023,Non-Fiction,8.58,3.5
The Great Gatsby,F. Scott Fitzgerald,1986,Romance,22.86,4.2
Hamlet,Ernest Hemingway,1991,Sci-Fi,7.6,4.8
The Great Gatsby,Margaret Atwood,2014,Romance,20.46,1.1
1984,J.R.R. Tolkien,1967,Fantasy,13.49,2.0
Ulysses,Margaret Atwood,1950,Non-Fiction,11.5,1.1
Pride and Prejudice,Mark Twain,2019,Fantasy,14.01,1.4
To Kill a Mockingbird,Stephen King,1992,Drama,25.92,3.1
1984,Mark Twain,1968,Drama,14.84,1.7
1984,J.R.R. Tolkien,1951,Mystery,9.84,4.9
Pride and Prejudice,Stephen King,1953,Adventure,24.02,1.1
The Odyssey,Margaret Atwood,2018,Mystery,21.09,3.2
Pride and Prejudice,Margaret Atwood,1971,Horror,6.98,3.7
The Great Gatsby,Ernest Hemingway,1971,Non-Fiction,21.72,1.7
The Odyssey,George Orwell,2009,Horror,27.76,3.3
Pride and Prejudice,J.K. Rowling,1983,Sci-Fi,12.7,3.8
Pride and Prejudice,Mark Twain,1993,Drama,28.3,1.7
Hamlet,Jane Austen,2000,Mystery,8.8,4.3
Hamlet,Ernest Hemingway,2017,Mystery,16.15,3.9
War and Peace,Ernest Hemingway,1981,Horror,7.83,1.8
War and Peace,Agatha Christie,1955,Romance,12.16,4.7
To Kill a Mockingbird,Ernest Hemingway,1987,Drama,20.24,2.2
Ulysses,Jane Austen,1962,Historical,15.36,3.0
The Odyssey,F. Scott Fitzgerald,2016,Sci-Fi,25.64,3.6
The Great Gatsby,J.R.R. Tolkien,2018,Sci-Fi,7.85,1.1
Moby Dick,Margaret Atwood,2020,Historical,9.2,4.9
To Kill a Mockingbird,Margaret Atwood,1957,Horror,22.73,3.2
The Odyssey,Jane Austen,1962,Romance,11.75,1.1
Pride and Prejudice,J.R.R. Tolkien,1951,Horror,23.1,2.0
Pride and Prejudice,F. Scott Fitzgerald,1997,Mystery,20.59,3.7
The Odyssey,Stephen King,1994,Sci-Fi,21.61,4.6
War and Peace,Ernest Hemingway,2007,Fantasy,14.48,5.0
War and Peace,Stephen King,2005,Non-Fiction,27.06,3.8
The Great Gatsby,Stephen King,1990,Mystery,27.49,2.8
1984,George Orwell,1990,Non-Fiction,9.41,3.8
Hamlet,Mark Twain,1984,Mystery,7.18,2.1
The Odyssey,George Orwell,1963,Romance,29.97,4.1
Moby Dick,J.R.R. Tolkien,2003,Sci-Fi,19.1,2.6
1984,George Orwell,1992,Horror,8.14,3.7
Moby Dick,Stephen King,1963,Sci-Fi,26.9,1.1
Moby Dick,Stephen King,2007,Horror,12.82,4.5
